id	category	trigger	resources	entry
designer--parallel-concepts	06_评审_审计_交付流程	Build several genuinely different solutions to the same problem at once, spread across what the user		06_评审_审计_交付流程/designer--parallel-concepts/SKILL.md
designer--prototype-strategy	06_评审_审计_交付流程	Choose prototype fidelity and method to match the design question and the decision at stake. Use before		06_评审_审计_交付流程/designer--prototype-strategy/SKILL.md
designer--qual-quant-triangulation	06_评审_审计_交付流程	Reconcile what the numbers say with what users say, and design the study that settles it rather than		06_评审_审计_交付流程/designer--qual-quant-triangulation/SKILL.md
designer--research-repository	06_评审_审计_交付流程	Build a repository that makes findings findable, reusable, and cumulative across teams. Use when the		06_评审_审计_交付流程/designer--research-repository/SKILL.md
designer--summarize-interview	06_评审_审计_交付流程	Turn one interview transcript into themes, supporting quotes, and action items. Use immediately after a		06_评审_审计_交付流程/designer--summarize-interview/SKILL.md
designer--survey-design	06_评审_审计_交付流程	Design unbiased survey instruments — question wording, scales, and sampling — to measure attitudes at		06_评审_审计_交付流程/designer--survey-design/SKILL.md
designer--team-workflow	06_评审_审计_交付流程	Design the team's operating rhythm — task management, collaboration rituals, and tooling. Use when the		06_评审_审计_交付流程/designer--team-workflow/SKILL.md
designer--test-scenario	06_评审_审计_交付流程	Write realistic usability task scenarios with success criteria and facilitation notes. Use when you		06_评审_审计_交付流程/designer--test-scenario/SKILL.md
designer--usability-test-plan	06_评审_审计_交付流程	Design a usability study — research questions, methodology, participant criteria, metrics, and		06_评审_审计_交付流程/designer--usability-test-plan/SKILL.md
designer--user-flow-diagram	06_评审_审计_交付流程	Diagram screen-level paths, decision points, and branch logic. Use when specifying how a feature is		06_评审_审计_交付流程/designer--user-flow-diagram/SKILL.md
designer--user-persona	06_评审_审计_交付流程	Build research-grounded personas with goals, frustrations, and behavioural patterns. Use when decisions		06_评审_审计_交付流程/designer--user-persona/SKILL.md
designer--version-control-strategy	06_评审_审计_交付流程	Define version control for design files, components, and libraries — branching, naming, and release		06_评审_审计_交付流程/designer--version-control-strategy/SKILL.md
designer--wireframe-spec	06_评审_审计_交付流程	Specify wireframe layout — content priority, component placement, and annotation. Use when defining		06_评审_审计_交付流程/designer--wireframe-spec/SKILL.md
devgtm--landing-page-auditor	06_评审_审计_交付流程	Audits any landing or service page across 48 checks in 10 categories for LLM/AI discoverability, GEO	references	06_评审_审计_交付流程/devgtm--landing-page-auditor/SKILL.md
devgtm--web-design-guidelines	06_评审_审计_交付流程	Review UI code for Web Interface Guidelines compliance. Use when asked to "review my UI", "check		06_评审_审计_交付流程/devgtm--web-design-guidelines/SKILL.md
fdpro--testing	06_评审_审计_交付流程	Component testing — Vitest, Testing Library, jest-axe, Playwright e2e, Storybook stories, mock policy	references/examples	06_评审_审计_交付流程/fdpro--testing/SKILL.md
feindex--webapp-testing	06_评审_审计_交付流程	Focused acceptance testing for local web UI changes, including responsive layout, interactions		06_评审_审计_交付流程/feindex--webapp-testing/SKILL.md
intent--evaluate	06_评审_审计_交付流程	Structured UX evaluation that produces quantitative assessments, identifies specific issues, and routes		06_评审_审计_交付流程/intent--evaluate/SKILL.md
intent--intent	06_评审_审计_交付流程	The entry point for Intent, a UX and design strategy system. Sets project context, routes to	references	06_评审_审计_交付流程/intent--intent/SKILL.md
intent--journey	06_评审_审计_交付流程	Design any user-facing experience end-to-end: task flows, multi-step workflows, navigation structures		06_评审_审计_交付流程/intent--journey/SKILL.md
intent--localize	06_评审_审计_交付流程	Adapts experiences across cultures and languages — not just translation, but cultural reconception		06_评审_审计_交付流程/intent--localize/SKILL.md
intent--measure	06_评审_审计_交付流程	Defines and tracks UX success through metrics, measurement frameworks, and experimentation. Part of the		06_评审_审计_交付流程/intent--measure/SKILL.md
intent--specify	06_评审_审计_交付流程	Bridges design and engineering by producing detailed specs, organized handoff packages, asset		06_评审_审计_交付流程/intent--specify/SKILL.md
intent--strategize	06_评审_审计_交付流程	Frames product design problems before solutions exist. Synthesizes research, sizes opportunities		06_评审_审计_交付流程/intent--strategize/SKILL.md
intent--wireframe	06_评审_审计_交付流程	Design the structural anatomy of screens at wireframe fidelity — what goes where and why, before anyone	references	06_评审_审计_交付流程/intent--wireframe/SKILL.md
jezweb--design-loop	06_评审_审计_交付流程	"Autonomous multi-page site builder using a baton-passing loop. Each iteration reads a task from		06_评审_审计_交付流程/jezweb--design-loop/SKILL.md
jezweb--design-review	06_评审_审计_交付流程	"Review a web app or page for visual design quality — layout, typography, spacing, colour, hierarchy		06_评审_审计_交付流程/jezweb--design-review/SKILL.md
jezweb--design-system	06_评审_审计_交付流程	"Extract a complete design system from an existing website or screenshot into a DESIGN.md file		06_评审_审计_交付流程/jezweb--design-system/SKILL.md
jezweb--responsiveness-check	06_评审_审计_交付流程	"Test website responsiveness across viewport widths using browser automation. Resizes a single session	references	06_评审_审计_交付流程/jezweb--responsiveness-check/SKILL.md
jezweb--ux-audit	06_评审_审计_交付流程	"Walk through a live web app AS a real user to find usability + behavioural bugs that static reviews	references	06_评审_审计_交付流程/jezweb--ux-audit/SKILL.md
jezweb--ux-compare	06_评审_审计_交付流程	"Compare UX patterns across multiple reference apps using pattern libraries produced by ux-extract	references	06_评审_审计_交付流程/jezweb--ux-compare/SKILL.md
jezweb--ux-extract	06_评审_审计_交付流程	"Exhaustively extract UX patterns from a reference web app. Walks every screen, captures screenshots of	references	06_评审_审计_交付流程/jezweb--ux-extract/SKILL.md
juliands--brief-to-tasks	06_评审_审计_交付流程	Break a design brief into an ordered checklist of independently buildable tasks using vertical slices		06_评审_审计_交付流程/juliands--brief-to-tasks/SKILL.md
pencil--best-in-world-strategy	06_评审_审计_交付流程	Excellence-first strategic decision support. This skill should be used when users need to choose	references	06_评审_审计_交付流程/pencil--best-in-world-strategy/SKILL.md
uiflx--add-intent	06_评审_审计_交付流程	Full workflow for adding a new UI intent to ui-flx. Covers file structure, decision demo files		06_评审_审计_交付流程/uiflx--add-intent/SKILL.md
uxcel--assumption-testing	06_评审_审计_交付流程	Plan how to test the assumptions behind a product idea before building — decompose the idea into its		06_评审_审计_交付流程/uxcel--assumption-testing/SKILL.md
uxcel--discovery	06_评审_审计_交付流程	Plan or critique a product discovery process — figuring out what to build before building it		06_评审_审计_交付流程/uxcel--discovery/SKILL.md
uxcel--okr-metric-validity	06_评审_审计_交付流程	Run a structured validity audit on OKRs, KPIs, North Star Metrics, or any success-metric set. Produces		06_评审_审计_交付流程/uxcel--okr-metric-validity/SKILL.md
uxcel--okrs-kpis	06_评审_审计_交付流程	Write OKRs, KPIs, or a North Star Metric derived from product strategy — or review an existing goal		06_评审_审计_交付流程/uxcel--okrs-kpis/SKILL.md
uxcel--personas-jtbd	06_评审_审计_交付流程	Build or critique an audience-understanding artifact — research-based user personas, a Jobs-to-Be-Done		06_评审_审计_交付流程/uxcel--personas-jtbd/SKILL.md
uxcel--prioritization	06_评审_审计_交付流程	Decide what to build first, or critique a prioritization. Derives criteria from strategy, picks the		06_评审_审计_交付流程/uxcel--prioritization/SKILL.md
uxcel--prioritization-rigor	06_评审_审计_交付流程	Run a structured rigor audit on prioritization decisions, scored backlogs, RICE/ICE/MoSCoW outputs, or		06_评审_审计_交付流程/uxcel--prioritization-rigor/SKILL.md
uxcel--product-review	06_评审_审计_交付流程	Orchestrated review of a PM artifact (spec, PRD, OKRs, roadmap, prioritization, strategy). Routes by		06_评审_审计_交付流程/uxcel--product-review/SKILL.md
uxcel--product-spec	06_评审_审计_交付流程	Write a product requirements document (PRD) or spec anchored to a validated problem, with measurable		06_评审_审计_交付流程/uxcel--product-spec/SKILL.md
uxcel--roadmap	06_评审_审计_交付流程	Create or critique a product roadmap — outcome-oriented, theme-based, confidence-aware (Now-Next-Later)		06_评审_审计_交付流程/uxcel--roadmap/SKILL.md
uxcel--spec-quality	06_评审_审计_交付流程	Run a structured quality audit on a product spec, PRD, or requirements document. Produces a		06_评审_审计_交付流程/uxcel--spec-quality/SKILL.md
uxcel--vision-strategy	06_评审_审计_交付流程	Produce or critique a product vision and/or product strategy — an aspirational destination and the		06_评审_审计_交付流程/uxcel--vision-strategy/SKILL.md
uxuiadk--a11y-audit	06_评审_审计_交付流程	Audit a UI or design against WCAG 2.2 AA/AAA and ARIA patterns, returning criterion-referenced findings		06_评审_审计_交付流程/uxuiadk--a11y-audit/SKILL.md
uxuiadk--design-qa	06_评审_审计_交付流程	Set up or run design QA gates — token + hardcoded-value lint, automated a11y (axe), contrast, visual		06_评审_审计_交付流程/uxuiadk--design-qa/SKILL.md
uxuiadk--governance	06_评审_审计_交付流程	Govern how the design system evolves — SemVer for tokens/components, the contribution workflow		06_评审_审计_交付流程/uxuiadk--governance/SKILL.md
gardenli--gpt-image-2	07_素材与图像生成	面向 GPT Image 2 的图像生成 / 编辑技能。可在 3 种环境下使用：(A) Garden 本地模式，通过 OpenAI 兼容接口直接出图并落盘；(B) Host-Native 模式，把本	scripts/references	07_素材与图像生成/gardenli--gpt-image-2/SKILL.md
gardenli--web-video-presentation	07_素材与图像生成	把一篇文章或口播稿，做成"看起来像视频"的点击驱动 16:9 网页演示，可选合成口播音频。流程：原始文章 → **一次产出**口播稿 + outline 开发计划 → 用户**一次对齐** 5 件事（稿子	scripts/references/themes/templates	07_素材与图像生成/gardenli--web-video-presentation/SKILL.md
jezweb--ai-image-generator	07_素材与图像生成	"Generate AI images using Gemini or GPT APIs directly. Covers model selection (Gemini for scenes; GPT	references	07_素材与图像生成/jezweb--ai-image-generator/SKILL.md
jezweb--color-palette	07_素材与图像生成	"Generate complete, accessible colour palettes from a single brand hex. Produces 11-shade scale	assets	07_素材与图像生成/jezweb--color-palette/SKILL.md
jezweb--favicon-gen	07_素材与图像生成	"Generate custom favicons from logos, text, or brand colours. Produces favicon.svg, favicon.ico	references/assets	07_素材与图像生成/jezweb--favicon-gen/SKILL.md
jezweb--icon-set-generator	07_素材与图像生成	"Generate cohesive, project-specific SVG icon sets for websites and applications. Use this skill	references	07_素材与图像生成/jezweb--icon-set-generator/SKILL.md
jezweb--image-processing	07_素材与图像生成	"Process images for web development — resize, crop, trim whitespace, convert formats (PNG/WebP/JPG)		07_素材与图像生成/jezweb--image-processing/SKILL.md
mengto--aura-asset-images	07_素材与图像生成	"Use when you need high-quality stock-style images from Aura Assets (aura.build/assets) similar to		07_素材与图像生成/mengto--aura-asset-images/SKILL.md
mengto--browser-video-recording	07_素材与图像生成	Create polished 60 fps 4:3 4K browser screen-recording style videos from Codex in-app browser captures	scripts	07_素材与图像生成/mengto--browser-video-recording/SKILL.md
mengto--build-daily-inspiration-sites	07_素材与图像生成	Turn a completed daily UI inspiration capture into exactly five original landing-page builds, one per	scripts/references/agents	07_素材与图像生成/mengto--build-daily-inspiration-sites/SKILL.md
mengto--company-logos	07_素材与图像生成	"Use Iconify Simple Icons logos (64x64) instead of text logos."		07_素材与图像生成/mengto--company-logos/SKILL.md
mengto--daily-ui-inspiration-capture	07_素材与图像生成	Create a recurring daily UI inspiration capture. Use when the user asks to run, refresh, package, or	agents	07_素材与图像生成/mengto--daily-ui-inspiration-capture/SKILL.md
mengto--generate-reference-inspired-brand-worlds	07_素材与图像生成	Generate multiple original brand campaign worlds from a supplied visual reference while controlling how	references/assets/agents	07_素材与图像生成/mengto--generate-reference-inspired-brand-worlds/SKILL.md
mengto--stitched-full-page-capture	07_素材与图像生成	Capture or repair reliable full-page screenshots for lazy-loaded, scroll-animated, Framer	scripts/agents	07_素材与图像生成/mengto--stitched-full-page-capture/SKILL.md
mengto--unsplash-asset-images	07_素材与图像生成	Use when you need to pick high-quality Unsplash images for product/design assets (avatars, headshots		07_素材与图像生成/mengto--unsplash-asset-images/SKILL.md
oc--openai-compatible-imagegen	07_素材与图像生成	Primary image-generation route for this Codex environment. Generate, edit, and batch-generate images	scripts/references/examples/agents	07_素材与图像生成/oc--openai-compatible-imagegen/SKILL.md
oc--openai-image-gen	07_素材与图像生成	Batch-generate images via OpenAI Images API. Random prompt sampler + `index.html` gallery. 用 OpenAI 兼容	scripts	07_素材与图像生成/oc--openai-image-gen/SKILL.md
uxuiadk--image-to-code	07_素材与图像生成	Turn a reference image, screenshot, or mockup into token-driven, accessible code — infer the design		07_素材与图像生成/uxuiadk--image-to-code/SKILL.md
carson--opencode-memory	08_工程流程与质量	Browse local OpenCode history: sessions, messages, plans, prompt history, and prior decisions. Use when	references	08_工程流程与质量/carson--opencode-memory/SKILL.md
fdpro--react-components	08_工程流程与质量	Reusable React component APIs — buttons, cards, modals, tabs, dropdowns, shadcn/Radix primitives	references/examples	08_工程流程与质量/fdpro--react-components/SKILL.md
feindex--playwright	08_工程流程与质量	"Use when the task requires automating a real browser from the terminal (navigation, form filling		08_工程流程与质量/feindex--playwright/SKILL.md
feindex--vercel-react-best-practices	08_工程流程与质量	React and Next.js performance optimization guidelines from Vercel Engineering. This skill should be		08_工程流程与质量/feindex--vercel-react-best-practices/SKILL.md
flornkm--prefer-container-queries	08_工程流程与质量	"Enforce Tailwind container queries over viewport breakpoints for responsive components. Use when		08_工程流程与质量/flornkm--prefer-container-queries/SKILL.md
jezweb--react-patterns	08_工程流程与质量	"React 19 performance patterns and composition architecture for Vite + Cloudflare projects. 50+ rules		08_工程流程与质量/jezweb--react-patterns/SKILL.md
jezweb--shadcn-ui	08_工程流程与质量	"Install and configure shadcn/ui components for React projects. Guides component selection	references	08_工程流程与质量/jezweb--shadcn-ui/SKILL.md
oc--vue-best-practices	08_工程流程与质量	MUST be used for Vue.js tasks. Strongly recommends Composition API with `<script setup>` and TypeScript	references	08_工程流程与质量/oc--vue-best-practices/SKILL.md
oc--vue-jsx-best-practices	08_工程流程与质量	JSX syntax in Vue (e.g., class vs className, JSX plugin config).	reference	08_工程流程与质量/oc--vue-jsx-best-practices/SKILL.md
oc--vue-options-api-best-practices	08_工程流程与质量	"Vue 3 Options API style (data(), methods, this context). Each reference shows Options API solution	reference	08_工程流程与质量/oc--vue-options-api-best-practices/SKILL.md
oc--vue-pinia-best-practices	08_工程流程与质量	"Pinia stores, state management patterns, store setup, and reactivity with stores."	reference	08_工程流程与质量/oc--vue-pinia-best-practices/SKILL.md
oc--vue-router-best-practices	08_工程流程与质量	"Vue Router 4 patterns, navigation guards, route params, and route-component lifecycle interactions."	reference	08_工程流程与质量/oc--vue-router-best-practices/SKILL.md
oc--vue-testing-best-practices	08_工程流程与质量	Use for Vue.js testing. Covers Vitest, Vue Test Utils, component testing, mocking, testing patterns	reference	08_工程流程与质量/oc--vue-testing-best-practices/SKILL.md
superpowers--brainstorming	08_工程流程与质量	"You MUST use this before any creative work - creating features, building components, adding	scripts	08_工程流程与质量/superpowers--brainstorming/SKILL.md
superpowers--executing-plans	08_工程流程与质量	Use when executing an implementation plan in the current session as the implementer yourself — your	scripts	08_工程流程与质量/superpowers--executing-plans/SKILL.md
superpowers--systematic-debugging	08_工程流程与质量	Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes		08_工程流程与质量/superpowers--systematic-debugging/SKILL.md
superpowers--using-superpowers	08_工程流程与质量	Use when starting any conversation - establishes how to find and use skills, requiring skill invocation	references	08_工程流程与质量/superpowers--using-superpowers/SKILL.md
superpowers--verification-before-completion	08_工程流程与质量	Use when about to claim work is complete, fixed, or passing, before committing or creating PRs		08_工程流程与质量/superpowers--verification-before-completion/SKILL.md
superpowers--writing-plans	08_工程流程与质量	Use when you have a spec or requirements for a multi-step task, before touching code		08_工程流程与质量/superpowers--writing-plans/SKILL.md
superpowers--writing-skills	08_工程流程与质量	Use when creating new skills, editing existing skills, or verifying skills work before deployment	examples	08_工程流程与质量/superpowers--writing-skills/SKILL.md
uxuiadk--design-code	08_工程流程与质量	Generate production-ready, accessible, token-driven component code for ANY framework — React+Tailwind		08_工程流程与质量/uxuiadk--design-code/SKILL.md
bergside--agentic	09_视觉风格预设	Conversational AI-first interface with minimal controls, clear outcomes, and delegated task flows for		09_视觉风格预设/bergside--agentic/SKILL.md
bergside--ant	09_视觉风格预设	Structured, enterprise-focused design system emphasizing clarity, consistency, and efficiency for		09_视觉风格预设/bergside--ant/SKILL.md
bergside--artistic	09_视觉风格预设	High-contrast, expressive style with creative typography and bold color choices for visually striking		09_视觉风格预设/bergside--artistic/SKILL.md
bergside--basic	09_视觉风格预设	Print-inspired visual language for books, magazines, and reports with editorial grids and expressive		09_视觉风格预设/bergside--basic/SKILL.md
bergside--bento	09_视觉风格预设	Modular grid layout with card-like blocks, clear hierarchy, soft spacing, and subtle visual contrast		09_视觉风格预设/bergside--bento/SKILL.md
bergside--bold	09_视觉风格预设	Strong visual presence with heavyweight typography, high-contrast colors, and commanding layouts.		09_视觉风格预设/bergside--bold/SKILL.md
bergside--brutalism	09_视觉风格预设	Raw, anti-design aesthetic inspired by concrete architecture with unadorned elements, jarring layouts		09_视觉风格预设/bergside--brutalism/SKILL.md
bergside--cafe	09_视觉风格预设	Cozy cafe-inspired interface with warm tones, soft typography, and clean layouts for a relaxed browsing		09_视觉风格预设/bergside--cafe/SKILL.md
bergside--claude	09_视觉风格预设	"A research-journal aesthetic printed on warm stone — authoritative, editorial, almost achromatic		09_视觉风格预设/bergside--claude/SKILL.md
bergside--claymorphism	09_视觉风格预设	Soft, rounded 3D-like shapes mimicking malleable clay with playful, puffy elements and colorful		09_视觉风格预设/bergside--claymorphism/SKILL.md
bergside--clean	09_视觉风格预设	Simplicity-focused design with ample whitespace, legible typography, and a limited color palette to		09_视觉风格预设/bergside--clean/SKILL.md
bergside--codex	09_视觉风格预设	"A radically minimal, blank-canvas interface built as a pure edge-to-edge surface, with almost no color		09_视觉风格预设/bergside--codex/SKILL.md
bergside--colorful	09_视觉风格预设	Vibrant, high-contrast palettes and gradients for engaging, memorable, and modern user experiences.		09_视觉风格预设/bergside--colorful/SKILL.md
bergside--contemporary	09_视觉风格预设	Current-era minimalist design with bento grids, dark mode support, and high-performance accessible		09_视觉风格预设/bergside--contemporary/SKILL.md
bergside--corporate	09_视觉风格预设	Professional, brand-aligned design with structured grids, minimalist layouts, and consistent enterprise		09_视觉风格预设/bergside--corporate/SKILL.md
bergside--cosmic	09_视觉风格预设	Futuristic sci-fi aesthetic with dark themes, vibrant neon accents, and immersive spatial elements.		09_视觉风格预设/bergside--cosmic/SKILL.md
bergside--creative	09_视觉风格预设	Playful, character-driven design with expressive typography and bold graphics for landing pages and		09_视觉风格预设/bergside--creative/SKILL.md
bergside--dithered	09_视觉风格预设	Dot-pattern rendering technique that simulates shades with a limited palette for nostalgic, retro		09_视觉风格预设/bergside--dithered/SKILL.md
bergside--doodle	09_视觉风格预设	Hand-drawn, sketch-like style with doodles, handwritten fonts, and imperfect lines for a playful		09_视觉风格预设/bergside--doodle/SKILL.md
bergside--dramatic	09_视觉风格预设	High-contrast, theatrical design with bold layouts, immersive visuals, and unconventional compositions		09_视觉风格预设/bergside--dramatic/SKILL.md
bergside--editorial	09_视觉风格预设	Magazine-inspired editorial layout with refined serif typography, structured grids, and elegant reading		09_视觉风格预设/bergside--editorial/SKILL.md
bergside--enterprise	09_视觉风格预设	Dark-themed cloud-platform aesthetic with modular grids, glass-like panels, and strong data hierarchy		09_视觉风格预设/bergside--enterprise/SKILL.md
bergside--expressive	09_视觉风格预设	Vibrant, personality-driven design with bold colors, playful graphics, and dynamic layouts that balance		09_视觉风格预设/bergside--expressive/SKILL.md
bergside--fantasy	09_视觉风格预设	Game-inspired fantasy aesthetic with bold, premium visuals, rich color palettes, and immersive thematic		09_视觉风格预设/bergside--fantasy/SKILL.md
bergside--fiction	09_视觉风格预设	"A playful, energetic, cartoonesque interface inspired by friendly children's-book illustrations — warm		09_视觉风格预设/bergside--fiction/SKILL.md
bergside--flat	09_视觉风格预设	Two-dimensional minimalist style with vibrant colors, clean typography, and no 3D effects for fast		09_视觉风格预设/bergside--flat/SKILL.md
bergside--friendly	09_视觉风格预设	Approachable, intuitive design with rounded elements, ample whitespace, and soft pastel color palettes.		09_视觉风格预设/bergside--friendly/SKILL.md
bergside--futuristic	09_视觉风格预设	Forward-looking design with tech-inspired typography, modern layouts, and a sleek, innovation-driven		09_视觉风格预设/bergside--futuristic/SKILL.md
bergside--geometric	09_视觉风格预设	Geometric, structured design with clean typography, neutral colors, precise shapes, and intuitive		09_视觉风格预设/bergside--geometric/SKILL.md
bergside--glassmorphism	09_视觉风格预设	Frosted glass effect with translucent layers, subtle blur, and luminous borders for depth and modern		09_视觉风格预设/bergside--glassmorphism/SKILL.md
bergside--gradient	09_视觉风格预设	Smooth color transitions and gradient-rich surfaces for modern, playful interfaces with visual depth.		09_视觉风格预设/bergside--gradient/SKILL.md
bergside--immersive	09_视觉风格预设	"An immersive, interactive, exhibit-style interface that blends storytelling, animation, and gamified		09_视觉风格预设/bergside--immersive/SKILL.md
bergside--levels	09_视觉风格预设	Conversion-focused design that removes friction and guides users toward action through clarity, trust		09_视觉风格预设/bergside--levels/SKILL.md
bergside--lingo	09_视觉风格预设	Playful, minimal design with bright colors, rounded shapes, tactile 3D borders, and friendly		09_视觉风格预设/bergside--lingo/SKILL.md
bergside--material	09_视觉风格预设	Google's Material Design with layered surfaces, dynamic theming, built-in motion, and responsive		09_视觉风格预设/bergside--material/SKILL.md
bergside--matrix	09_视觉风格预设	"A cyber-slick, dark-only Matrix-inspired interface defined by minimalist fashion, high-tech digital		09_视觉风格预设/bergside--matrix/SKILL.md
bergside--minimal	09_视觉风格预设	Stripped-back design emphasizing whitespace, clean typography, and restrained color for maximum clarity		09_视觉风格预设/bergside--minimal/SKILL.md
bergside--modern	09_视觉风格预设	Contemporary editorial style with serif typography, minimal palettes, and clean layouts for polished		09_视觉风格预设/bergside--modern/SKILL.md
bergside--mono	09_视觉风格预设	Monospace-driven, matrix-inspired design with high-contrast elements, compact density, and a		09_视觉风格预设/bergside--mono/SKILL.md
bergside--neobrutalism	09_视觉风格预设	Modern take on brutalism with bold borders, vivid accent colors, and raw, high-contrast layouts on warm		09_视觉风格预设/bergside--neobrutalism/SKILL.md
bergside--neon	09_视觉风格预设	Electric neon glow effects with high-contrast color pairings for bold, attention-grabbing interfaces.		09_视觉风格预设/bergside--neon/SKILL.md
bergside--neumorphism	09_视觉风格预设	Soft, extruded UI elements with inner and outer shadows on monochromatic surfaces for a tactile		09_视觉风格预设/bergside--neumorphism/SKILL.md
bergside--pacman	09_视觉风格预设	Retro arcade-inspired design with pixel fonts, dotted borders, playful high-contrast colors, and 8-bit		09_视觉风格预设/bergside--pacman/SKILL.md
bergside--paper	09_视觉风格预设	Paper-textured, print-inspired design with minimal colors, clean serif/sans typography, and tactile		09_视觉风格预设/bergside--paper/SKILL.md
bergside--perspective	09_视觉风格预设	Spatial depth design with isometric views, vanishing points, and layered elements that guide attention		09_视觉风格预设/bergside--perspective/SKILL.md
bergside--power	09_视觉风格预设	High-end dark aesthetic with bold headings, monochromatic palette, and premium feel for premium brand		09_视觉风格预设/bergside--power/SKILL.md
bergside--premium	09_视觉风格预设	Apple-inspired premium aesthetic with precise spacing, modern typography, and a refined, polished		09_视觉风格预设/bergside--premium/SKILL.md
bergside--professional	09_视觉风格预设	Polished, business-ready design with modern typography, structured layouts, and a trustworthy visual		09_视觉风格预设/bergside--professional/SKILL.md
bergside--pulse	09_视觉风格预设	Dynamic, vibrant style with thick borders, geometric shapes, high-contrast colors, and expressive		09_视觉风格预设/bergside--pulse/SKILL.md
bergside--refined	09_视觉风格预设	Carefully curated, modern minimal style with elegant serif typography and understated, sophisticated		09_视觉风格预设/bergside--refined/SKILL.md
bergside--retro	09_视觉风格预设	Throwback design with vintage-inspired typography, high-contrast retro palettes, and nostalgic visual		09_视觉风格预设/bergside--retro/SKILL.md
bergside--riso	09_视觉风格预设	"A playful, joyful, two-color risograph print aesthetic built on a single warm off-white paper surface		09_视觉风格预设/bergside--riso/SKILL.md
bergside--roku	09_视觉风格预设	App dashboard with purple-themed aesthetic, top-bar navigation, card-based layouts, and developer-first		09_视觉风格预设/bergside--roku/SKILL.md
bergside--sega	09_视觉风格预设	"A playful, arcade-inspired interface for games — built on the VT323 pixel typeface, hard-edged 0px		09_视觉风格预设/bergside--sega/SKILL.md
bergside--shadcn	09_视觉风格预设	Shadcn/ui-inspired design with minimal, clean components, monochrome palette, and utility-first		09_视觉风格预设/bergside--shadcn/SKILL.md
bergside--sketch	09_视觉风格预设	"A friendly, hand-drawn sketch interface inspired by pencil illustrations on warm cream paper. Soft		09_视觉风格预设/bergside--sketch/SKILL.md
bergside--skeumorphism	09_视觉风格预设	Real-world mimicry with textured surfaces, 3D effects, and familiar physical metaphors for intuitive		09_视觉风格预设/bergside--skeumorphism/SKILL.md
bergside--sleek	09_视觉风格预设	Modern minimalist aesthetic with clean lines, intentional color palette, subtle interactions, and		09_视觉风格预设/bergside--sleek/SKILL.md
bergside--spacious	09_视觉风格预设	Generous whitespace, consistent padding, and grid-based layouts for clean, readable, and breathing		09_视觉风格预设/bergside--spacious/SKILL.md
bergside--square	09_视觉风格预设	Graceful, refined aesthetic with delicate typography, minimal palettes, and polished layouts that exude		09_视觉风格预设/bergside--square/SKILL.md
bergside--stitch	09_视觉风格预设	Clean, high-contrast enterprise design for data-driven workflows with intuitive drag-and-drop patterns		09_视觉风格预设/bergside--stitch/SKILL.md
bergside--storytelling	09_视觉风格预设	Narrative-driven design using visuals, copy, and interaction to guide users through engaging		09_视觉风格预设/bergside--storytelling/SKILL.md
bergside--terracotta	09_视觉风格预设	"A sun-baked, clay-toned editorial interface built on warm cream surfaces, ink-brown headlines set in a		09_视觉风格预设/bergside--terracotta/SKILL.md
bergside--tetris	09_视觉风格预设	Classic block-game inspired design with playful colors, bold display fonts, and compact, high-energy		09_视觉风格预设/bergside--tetris/SKILL.md
bergside--vibrant	09_视觉风格预设	Lively, colorful design with bold playful typography, warm accents, and dynamic visual energy.		09_视觉风格预设/bergside--vibrant/SKILL.md
bergside--vintage	09_视觉风格预设	1950s-1990s nostalgia with skeuomorphic touches, grainy textures, retro color palettes, and pixel-style		09_视觉风格预设/bergside--vintage/SKILL.md
dsh--apple-minimal	09_视觉风格预设	苹果极简白风格：大量留白、大号细字重无衬线标题、黑白高对比 + 极少量点缀色、克制圆角、产品大图 + 单行导航。适合产品官网、落地页、作品集。Use when the user asks for an		09_视觉风格预设/dsh--apple-minimal/SKILL.md
dsh--art-deco	09_视觉风格预设	装饰艺术风格（Art Deco）：对称几何、金色线条与边框、奢华深色底（墨绿/深蓝/黑）、衬线+几何字体、放射状装饰。适合高端品牌、奢华酒店、艺术/时尚类站点、精品店。Use when the user		09_视觉风格预设/dsh--art-deco/SKILL.md
dsh--bento-grid	09_视觉风格预设	便当盒网格风格（Bento Grid）：圆角网格卡片布局、大小不一但严格对齐、卡片内图标+标题+描述组合、整体现代克制的 Apple 式审美。适合产品官网、功能展示、SaaS 首页、个人主页。Use		09_视觉风格预设/dsh--bento-grid/SKILL.md
dsh--cyberpunk	09_视觉风格预设	赛博朋克风格（Cyberpunk）：暗黑底 + 霓虹青/品红/黄等高饱和霓虹描边、发光效果（glow）、故障/扫描线装饰、未来感黑体。适合科技产品、AI 工具、游戏、极客向落地页。Use when the		09_视觉风格预设/dsh--cyberpunk/SKILL.md
dsh--dark-saas	09_视觉风格预设	深色 SaaS 产品界面风格（Linear 式）：近黑画布、浅灰文字、单一高饱和强调色、炭黑面板 + hairline 描边、自定义无衬线字体与负字距标题。适合开发者工具、数据看板、AI 产品官网与后台		09_视觉风格预设/dsh--dark-saas/SKILL.md
dsh--japanese-minimal	09_视觉风格预设	日式极简排版风格（Japanese Minimal）：宋体/明朝体衬线、大量留白（「間」ma）、黑白为主 + 少量朱红点缀、细线分隔、克制静谧。适合文化/美学类产品、博客、艺术展、和风品牌、禅意落地页		09_视觉风格预设/dsh--japanese-minimal/SKILL.md
